Z,element,channel,delta1_eV,delta2_eV,beta_mrad,sigma_ratio_db_over_temari,reconstruction_check_rel,clamp_weight_temari,clamp_weight_db
41,Nb,M1,50,150,100,0.982887,4.933e-04,0.000e+00,0.000e+00
41,Nb,M2,0,100,10,1.181572,4.102e-05,0.000e+00,1.377e-04
41,Nb,M2,0,100,30,1.035492,1.964e-04,0.000e+00,1.138e-04
41,Nb,M2,0,100,100,0.989564,3.255e-04,0.000e+00,1.096e-04
41,Nb,M2,0,200,10,1.165997,9.844e-05,0.000e+00,3.623e-05
41,Nb,M2,0,200,30,1.040180,2.845e-04,0.000e+00,2.782e-05
41,Nb,M2,0,200,100,0.994752,4.626e-04,0.000e+00,2.596e-05
41,Nb,M2,0,50,10,1.194505,9.291e-06,0.000e+00,1.270e-04
41,Nb,M2,0,50,30,1.028459,7.273e-05,0.000e+00,1.145e-04
41,Nb,M2,0,50,100,0.980380,1.805e-04,0.000e+00,1.127e-04
41,Nb,M2,50,150,10,1.159121,9.980e-05,0.000e+00,0.000e+00
41,Nb,M2,50,150,30,1.044358,3.303e-04,0.000e+00,0.000e+00
41,Nb,M2,50,150,100,0.999987,4.995e-04,0.000e+00,0.000e+00
41,Nb,M3,0,100,10,1.172898,5.462e-05,0.000e+00,1.449e-04
41,Nb,M3,0,100,30,1.038370,2.134e-04,0.000e+00,1.212e-04
41,Nb,M3,0,100,100,0.998418,3.276e-04,0.000e+00,1.169e-04
41,Nb,M3,0,200,10,1.157801,1.122e-04,0.000e+00,3.892e-05
41,Nb,M3,0,200,30,1.040699,2.953e-04,0.000e+00,3.035e-05
41,Nb,M3,0,200,100,1.000408,4.656e-04,0.000e+00,2.839e-05
41,Nb,M3,0,50,10,1.185776,2.225e-05,0.000e+00,1.313e-04
41,Nb,M3,0,50,30,1.034233,1.003e-04,0.000e+00,1.193e-04
41,Nb,M3,0,50,100,0.993136,1.867e-04,0.000e+00,1.175e-04
41,Nb,M3,50,150,10,1.150174,1.164e-04,0.000e+00,0.000e+00
41,Nb,M3,50,150,30,1.043574,3.398e-04,0.000e+00,0.000e+00
41,Nb,M3,50,150,100,1.004036,5.079e-04,0.000e+00,0.000e+00
41,Nb,M4,0,100,10,1.070611,6.297e-04,0.000e+00,1.435e-05
41,Nb,M4,0,100,30,1.016827,6.855e-04,0.000e+00,1.401e-05
41,Nb,M4,0,100,100,1.002466,6.881e-04,0.000e+00,1.429e-05
41,Nb,M4,0,200,10,1.080463,6.630e-04,0.000e+00,3.531e-06
41,Nb,M4,0,200,30,1.037488,7.452e-04,0.000e+00,3.305e-06
41,Nb,M4,0,200,100,1.022988,7.508e-04,0.000e+00,3.350e-06
41,Nb,M4,0,50,10,1.002527,5.986e-04,0.000e+00,1.990e-05
41,Nb,M4,0,50,30,0.926208,6.169e-04,0.000e+00,1.996e-05
41,Nb,M4,0,50,100,0.908913,6.247e-04,0.000e+00,2.037e-05
41,Nb,M4,50,150,10,1.107254,6.690e-04,0.000e+00,0.000e+00
41,Nb,M4,50,150,30,1.070636,7.471e-04,0.000e+00,0.000e+00
41,Nb,M4,50,150,100,1.057692,7.517e-04,0.000e+00,0.000e+00
41,Nb,M5,0,100,10,1.070240,6.342e-04,0.000e+00,1.378e-05
41,Nb,M5,0,100,30,1.016428,6.888e-04,0.000e+00,1.340e-05
41,Nb,M5,0,100,100,1.002376,6.942e-04,0.000e+00,1.369e-05
41,Nb,M5,0,200,10,1.080045,6.677e-04,0.000e+00,3.408e-06
41,Nb,M5,0,200,30,1.036989,7.496e-04,0.000e+00,3.176e-06
41,Nb,M5,0,200,100,1.022740,7.561e-04,0.000e+00,3.226e-06
41,Nb,M5,0,50,10,1.001653,6.053e-04,0.000e+00,1.907e-05
41,Nb,M5,0,50,30,0.925300,6.280e-04,0.000e+00,1.904e-05
41,Nb,M5,0,50,100,0.908446,6.329e-04,0.000e+00,1.947e-05
41,Nb,M5,50,150,10,1.107269,6.741e-04,0.000e+00,0.000e+00
41,Nb,M5,50,150,30,1.070639,7.526e-04,0.000e+00,0.000e+00
41,Nb,M5,50,150,100,1.057903,7.577e-04,0.000e+00,0.000e+00
42,Mo,K,0,100,10,1.076032,1.710e-05,0.000e+00,1.180e-04
42,Mo,K,0,100,30,1.072075,1.664e-05,0.000e+00,1.180e-04
42,Mo,K,0,100,100,1.047829,2.342e-05,0.000e+00,1.177e-04
42,Mo,K,0,200,10,1.077112,1.894e-05,0.000e+00,2.617e-05
42,Mo,K,0,200,30,1.073174,1.933e-05,0.000e+00,2.614e-05
42,Mo,K,0,200,100,1.048977,2.543e-05,0.000e+00,2.602e-05
42,Mo,K,0,50,10,1.074373,1.541e-05,0.000e+00,1.179e-04
42,Mo,K,0,50,30,1.070407,1.455e-05,0.000e+00,1.179e-04
42,Mo,K,0,50,100,1.046134,2.151e-05,0.000e+00,1.177e-04
42,Mo,K,50,150,10,1.077968,1.902e-05,0.000e+00,0.000e+00
42,Mo,K,50,150,30,1.074029,1.948e-05,0.000e+00,0.000e+00
42,Mo,K,50,150,100,1.049827,2.574e-05,0.000e+00,0.000e+00
42,Mo,L1,0,100,10,1.023528,1.588e-05,0.000e+00,1.247e-04
42,Mo,L1,0,100,30,0.996325,1.108e-05,0.000e+00,1.238e-04
42,Mo,L1,0,100,100,0.940032,1.107e-04,0.000e+00,1.233e-04
42,Mo,L1,0,200,10,1.024560,3.401e-05,0.000e+00,2.915e-05
42,Mo,L1,0,200,30,0.997271,3.007e-05,0.000e+00,2.871e-05
42,Mo,L1,0,200,100,0.939556,1.248e-04,0.000e+00,2.848e-05
42,Mo,L1,0,50,10,1.022066,6.557e-06,0.000e+00,1.212e-04
42,Mo,L1,0,50,30,0.995140,1.566e-06,0.000e+00,1.206e-04
42,Mo,L1,0,50,100,0.940371,1.044e-04,0.000e+00,1.198e-04
42,Mo,L1,50,150,10,1.025384,3.445e-05,0.000e+00,0.000e+00
42,Mo,L1,50,150,30,0.997892,3.029e-05,0.000e+00,0.000e+00
42,Mo,L1,50,150,100,0.939446,1.236e-04,0.000e+00,0.000e+00
42,Mo,L2,0,100,10,1.079933,2.561e-05,0.000e+00,1.270e-04
42,Mo,L2,0,100,30,1.054701,4.000e-05,0.000e+00,1.251e-04
42,Mo,L2,0,100,100,1.005299,1.147e-04,0.000e+00,1.234e-04
42,Mo,L2,0,200,10,1.079309,5.330e-05,0.000e+00,3.083e-05
42,Mo,L2,0,200,30,1.054117,6.529e-05,0.000e+00,2.997e-05
42,Mo,L2,0,200,100,1.003579,1.330e-04,0.000e+00,2.917e-05
42,Mo,L2,0,50,10,1.079652,2.106e-05,0.000e+00,1.187e-04
42,Mo,L2,0,50,30,1.054580,3.663e-05,0.000e+00,1.179e-04
42,Mo,L2,0,50,100,1.006459,1.137e-04,0.000e+00,1.171e-04
42,Mo,L2,50,150,10,1.079711,4.798e-05,0.000e+00,0.000e+00
42,Mo,L2,50,150,30,1.054369,5.941e-05,0.000e+00,0.000e+00
42,Mo,L2,50,150,100,1.003154,1.284e-04,0.000e+00,0.000e+00
42,Mo,L3,0,100,10,1.083022,2.675e-05,0.000e+00,1.305e-04
42,Mo,L3,0,100,30,1.057666,4.242e-05,0.000e+00,1.286e-04
42,Mo,L3,0,100,100,1.007881,1.115e-04,0.000e+00,1.268e-04
42,Mo,L3,0,200,10,1.081850,5.610e-05,0.000e+00,3.184e-05
42,Mo,L3,0,200,30,1.056527,6.872e-05,0.000e+00,3.092e-05
42,Mo,L3,0,200,100,1.005528,1.295e-04,0.000e+00,3.008e-05
42,Mo,L3,0,50,10,1.083726,2.125e-05,0.000e+00,1.216e-04
42,Mo,L3,0,50,30,1.058532,3.833e-05,0.000e+00,1.207e-04
42,Mo,L3,0,50,100,1.010066,1.099e-04,0.000e+00,1.199e-04
42,Mo,L3,50,150,10,1.081611,5.107e-05,0.000e+00,0.000e+00
42,Mo,L3,50,150,30,1.056159,6.300e-05,0.000e+00,0.000e+00
42,Mo,L3,50,150,100,1.004492,1.236e-04,0.000e+00,0.000e+00
42,Mo,M1,0,100,10,1.084223,3.799e-05,0.000e+00,1.444e-04
42,Mo,M1,0,100,30,0.969493,1.035e-04,0.000e+00,1.283e-04
42,Mo,M1,0,100,100,0.926360,3.883e-04,0.000e+00,1.177e-04
42,Mo,M1,0,200,10,1.088448,8.137e-05,0.000e+00,3.811e-05
42,Mo,M1,0,200,30,1.009139,1.393e-04,0.000e+00,3.142e-05
42,Mo,M1,0,200,100,0.978992,4.791e-04,0.000e+00,2.692e-05
42,Mo,M1,0,50,10,1.085220,1.904e-05,0.000e+00,1.306e-04
42,Mo,M1,0,50,30,0.960637,7.446e-05,0.000e+00,1.221e-04
42,Mo,M1,0,50,100,0.913960,2.743e-04,0.000e+00,1.174e-04
42,Mo,M1,50,150,10,1.087518,8.670e-05,0.000e+00,0.000e+00
42,Mo,M1,50,150,30,1.009442,1.440e-04,0.000e+00,0.000e+00
42,Mo,M1,50,150,100,0.976778,5.215e-04,0.000e+00,0.000e+00
42,Mo,M2,0,100,10,1.165641,4.313e-05,0.000e+00,1.294e-04
42,Mo,M2,0,100,30,1.031050,1.848e-04,0.000e+00,1.068e-04
42,Mo,M2,0,100,100,0.983346,3.259e-04,0.000e+00,1.020e-04
42,Mo,M2,0,200,10,1.153469,9.315e-05,0.000e+00,3.387e-05
42,Mo,M2,0,200,30,1.036111,2.628e-04,0.000e+00,2.606e-05
42,Mo,M2,0,200,100,0.989106,4.434e-04,0.000e+00,2.407e-05
42,Mo,M2,0,50,10,1.173315,1.514e-05,0.000e+00,1.196e-04
42,Mo,M2,0,50,30,1.021285,6.769e-05,0.000e+00,1.079e-04
42,Mo,M2,0,50,100,0.970917,1.789e-04,0.000e+00,1.057e-04
42,Mo,M2,50,150,10,1.149982,9.223e-05,0.000e+00,0.000e+00
42,Mo,M2,50,150,30,1.041760,3.035e-04,0.000e+00,0.000e+00
42,Mo,M2,50,150,100,0.995929,4.805e-04,0.000e+00,0.000e+00
42,Mo,M3,0,100,10,1.156826,5.536e-05,0.000e+00,1.363e-04
42,Mo,M3,0,100,30,1.033013,1.999e-04,0.000e+00,1.140e-04
42,Mo,M3,0,100,100,0.991543,3.264e-04,0.000e+00,1.092e-04
42,Mo,M3,0,200,10,1.144954,1.063e-04,0.000e+00,3.644e-05
42,Mo,M3,0,200,30,1.035951,2.734e-04,0.000e+00,2.848e-05
42,Mo,M3,0,200,100,0.994325,4.466e-04,0.000e+00,2.642e-05
42,Mo,M3,0,50,10,1.164740,2.651e-05,0.000e+00,1.241e-04
42,Mo,M3,0,50,30,1.026022,8.557e-05,0.000e+00,1.127e-04
42,Mo,M3,0,50,100,0.982986,1.799e-04,0.000e+00,1.105e-04
42,Mo,M3,50,150,10,1.140771,1.086e-04,0.000e+00,0.000e+00
42,Mo,M3,50,150,30,1.040456,3.176e-04,0.000e+00,0.000e+00
42,Mo,M3,50,150,100,0.999669,4.887e-04,0.000e+00,0.000e+00
42,Mo,M4,0,100,10,1.071468,6.712e-04,0.000e+00,1.282e-05
42,Mo,M4,0,100,30,1.018803,7.192e-04,0.000e+00,1.251e-05
42,Mo,M4,0,100,100,1.002747,7.282e-04,0.000e+00,1.279e-05
42,Mo,M4,0,200,10,1.079141,6.696e-04,0.000e+00,3.100e-06
42,Mo,M4,0,200,30,1.037216,7.410e-04,0.000e+00,2.904e-06
42,Mo,M4,0,200,100,1.021414,7.495e-04,0.000e+00,2.950e-06
42,Mo,M4,0,50,10,1.003645,6.674e-04,0.000e+00,1.846e-05
42,Mo,M4,0,50,30,0.927283,6.596e-04,0.000e+00,1.848e-05
42,Mo,M4,0,50,100,0.907206,6.860e-04,0.000e+00,1.892e-05
42,Mo,M4,50,150,10,1.104048,6.671e-04,0.000e+00,0.000e+00
42,Mo,M4,50,150,30,1.068421,7.478e-04,0.000e+00,0.000e+00
42,Mo,M4,50,150,100,1.054492,7.452e-04,0.000e+00,0.000e+00
42,Mo,M5,0,100,10,1.070943,6.775e-04,0.000e+00,1.223e-05
42,Mo,M5,0,100,30,1.018214,7.285e-04,0.000e+00,1.187e-05
42,Mo,M5,0,100,100,1.002489,7.341e-04,0.000e+00,1.217e-05
42,Mo,M5,0,200,10,1.078625,6.756e-04,0.000e+00,2.970e-06
42,Mo,M5,0,200,30,1.036603,7.471e-04,0.000e+00,2.768e-06
42,Mo,M5,0,200,100,1.021070,7.555e-04,0.000e+00,2.820e-06
42,Mo,M5,0,50,10,1.002447,6.771e-04,0.000e+00,1.757e-05
42,Mo,M5,0,50,30,0.925948,6.666e-04,0.000e+00,1.751e-05
42,Mo,M5,0,50,100,0.906367,6.939e-04,0.000e+00,1.797e-05
42,Mo,M5,50,150,10,1.103966,6.728e-04,0.000e+00,0.000e+00
42,Mo,M5,50,150,30,1.068322,7.535e-04,0.000e+00,0.000e+00
42,Mo,M5,50,150,100,1.054620,7.515e-04,0.000e+00,0.000e+00
43,Tc,K,0,100,10,1.079390,1.579e-05,0.000e+00,1.217e-04
43,Tc,K,0,100,30,1.075687,1.680e-05,0.000e+00,1.216e-04
43,Tc,K,0,100,100,1.052057,2.273e-05,0.000e+00,1.211e-04
43,Tc,K,0,200,10,1.079388,1.929e-05,0.000e+00,2.700e-05
43,Tc,K,0,200,30,1.075707,1.938e-05,0.000e+00,2.697e-05
43,Tc,K,0,200,100,1.052177,2.464e-05,0.000e+00,2.678e-05
43,Tc,K,0,50,10,1.080033,1.187e-05,0.000e+00,1.214e-04
43,Tc,K,0,50,30,1.076306,1.340e-05,0.000e+00,1.213e-04
43,Tc,K,0,50,100,1.052526,1.986e-05,0.000e+00,1.209e-04
43,Tc,K,50,150,10,1.079074,2.008e-05,0.000e+00,0.000e+00
43,Tc,K,50,150,30,1.075401,2.002e-05,0.000e+00,0.000e+00
43,Tc,K,50,150,100,1.051934,2.514e-05,0.000e+00,0.000e+00
43,Tc,L1,0,100,10,1.025141,1.582e-05,0.000e+00,1.275e-04
43,Tc,L1,0,100,30,0.998891,1.194e-05,0.000e+00,1.242e-04
43,Tc,L1,0,100,100,0.940583,8.975e-05,0.000e+00,1.156e-04
43,Tc,L1,0,200,10,1.025218,3.283e-05,0.000e+00,2.975e-05
43,Tc,L1,0,200,30,0.999154,2.934e-05,0.000e+00,2.874e-05
43,Tc,L1,0,200,100,0.940430,1.070e-04,0.000e+00,2.658e-05
43,Tc,L1,0,50,10,1.025679,5.943e-06,0.000e+00,1.239e-04
43,Tc,L1,0,50,30,0.999038,2.251e-06,0.000e+00,1.212e-04
43,Tc,L1,0,50,100,0.940022,8.127e-05,0.000e+00,1.131e-04
43,Tc,L1,50,150,10,1.024912,3.348e-05,0.000e+00,0.000e+00
43,Tc,L1,50,150,30,0.999040,2.970e-05,0.000e+00,0.000e+00
43,Tc,L1,50,150,100,0.940830,1.065e-04,0.000e+00,0.000e+00
43,Tc,L2,0,100,10,1.078726,3.196e-05,0.000e+00,9.802e-05
43,Tc,L2,0,100,30,1.054514,4.544e-05,0.000e+00,9.657e-05
43,Tc,L2,0,100,100,1.003950,1.185e-04,0.000e+00,9.510e-05
43,Tc,L2,0,200,10,1.079846,5.547e-05,0.000e+00,2.350e-05
43,Tc,L2,0,200,30,1.055707,6.664e-05,0.000e+00,2.285e-05
43,Tc,L2,0,200,100,1.004285,1.369e-04,0.000e+00,2.220e-05
43,Tc,L2,0,50,10,1.073411,2.771e-05,0.000e+00,9.347e-05
43,Tc,L2,0,50,30,1.049341,4.233e-05,0.000e+00,9.275e-05
43,Tc,L2,0,50,100,0.999753,1.161e-04,0.000e+00,9.199e-05
43,Tc,L2,50,150,10,1.083338,5.136e-05,0.000e+00,0.000e+00
43,Tc,L2,50,150,30,1.058986,6.202e-05,0.000e+00,0.000e+00
43,Tc,L2,50,150,100,1.006999,1.327e-04,0.000e+00,0.000e+00
43,Tc,L3,0,100,10,1.081768,3.315e-05,0.000e+00,1.004e-04
43,Tc,L3,0,100,30,1.057460,4.749e-05,0.000e+00,9.885e-05
43,Tc,L3,0,100,100,1.006410,1.246e-04,0.000e+00,9.730e-05
43,Tc,L3,0,200,10,1.082451,5.828e-05,0.000e+00,2.417e-05
43,Tc,L3,0,200,30,1.058203,6.965e-05,0.000e+00,2.348e-05
43,Tc,L3,0,200,100,1.006207,1.408e-04,0.000e+00,2.280e-05
43,Tc,L3,0,50,10,1.077215,2.801e-05,0.000e+00,9.539e-05
43,Tc,L3,0,50,30,1.053052,4.384e-05,0.000e+00,9.463e-05
43,Tc,L3,0,50,100,1.003041,1.228e-04,0.000e+00,9.384e-05
43,Tc,L3,50,150,10,1.085505,5.441e-05,0.000e+00,0.000e+00
43,Tc,L3,50,150,30,1.061053,6.503e-05,0.000e+00,0.000e+00
43,Tc,L3,50,150,100,1.008478,1.372e-04,0.000e+00,0.000e+00
43,Tc,M1,0,100,10,1.077287,3.333e-05,0.000e+00,1.456e-04
43,Tc,M1,0,100,30,0.966926,1.019e-04,0.000e+00,1.259e-04
43,Tc,M1,0,100,100,0.919828,3.987e-04,0.000e+00,1.133e-04
43,Tc,M1,0,200,10,1.078417,7.539e-05,0.000e+00,3.825e-05
43,Tc,M1,0,200,30,0.994047,1.238e-04,0.000e+00,3.112e-05
43,Tc,M1,0,200,100,0.958207,4.925e-04,0.000e+00,2.625e-05
43,Tc,M1,0,50,10,1.079368,1.435e-05,0.000e+00,1.322e-04
43,Tc,M1,0,50,30,0.957060,8.787e-05,0.000e+00,1.200e-04
43,Tc,M1,0,50,100,0.904181,2.989e-04,0.000e+00,1.136e-04
43,Tc,M1,50,150,10,1.073536,8.045e-05,0.000e+00,0.000e+00
43,Tc,M1,50,150,30,0.983141,1.200e-04,0.000e+00,0.000e+00
43,Tc,M1,50,150,100,0.942894,5.345e-04,0.000e+00,0.000e+00
43,Tc,M2,0,100,10,1.147060,4.038e-05,0.000e+00,1.054e-04
43,Tc,M2,0,100,30,1.020071,1.870e-04,0.000e+00,8.630e-05
43,Tc,M2,0,100,100,0.969856,3.296e-04,0.000e+00,8.147e-05
43,Tc,M2,0,200,10,1.140524,8.437e-05,0.000e+00,2.735e-05
43,Tc,M2,0,200,30,1.030788,2.392e-04,0.000e+00,2.100e-05
43,Tc,M2,0,200,100,0.981582,4.187e-04,0.000e+00,1.917e-05
43,Tc,M2,0,50,10,1.145287,2.449e-05,0.000e+00,9.876e-05
43,Tc,M2,0,50,30,0.999063,1.216e-04,0.000e+00,8.800e-05
43,Tc,M2,0,50,100,0.945561,2.382e-04,0.000e+00,8.547e-05
43,Tc,M2,50,150,10,1.143356,7.917e-05,0.000e+00,0.000e+00
43,Tc,M2,50,150,30,1.042786,2.618e-04,0.000e+00,0.000e+00
43,Tc,M2,50,150,100,0.994550,4.387e-04,0.000e+00,0.000e+00
43,Tc,M3,0,100,10,1.139221,5.228e-05,0.000e+00,1.105e-04
43,Tc,M3,0,100,30,1.022211,1.943e-04,0.000e+00,9.172e-05
43,Tc,M3,0,100,100,0.978200,3.253e-04,0.000e+00,8.694e-05
43,Tc,M3,0,200,10,1.132671,9.812e-05,0.000e+00,2.923e-05
43,Tc,M3,0,200,30,1.030737,2.538e-04,0.000e+00,2.282e-05
43,Tc,M3,0,200,100,0.986945,4.203e-04,0.000e+00,2.094e-05
43,Tc,M3,0,50,10,1.137986,3.456e-05,0.000e+00,1.019e-04
43,Tc,M3,0,50,30,1.004172,1.290e-04,0.000e+00,9.163e-05
43,Tc,M3,0,50,100,0.957915,2.307e-04,0.000e+00,8.919e-05
43,Tc,M3,50,150,10,1.134994,9.619e-05,0.000e+00,0.000e+00
43,Tc,M3,50,150,30,1.041804,2.764e-04,0.000e+00,0.000e+00
43,Tc,M3,50,150,100,0.998687,4.449e-04,0.000e+00,0.000e+00
43,Tc,M4,0,100,10,1.039392,5.861e-04,0.000e+00,1.130e-05
43,Tc,M4,0,100,30,0.994989,6.378e-04,0.000e+00,1.102e-05
43,Tc,M4,0,100,100,0.979020,6.510e-04,0.000e+00,1.130e-05
43,Tc,M4,0,200,10,1.062650,5.851e-04,0.000e+00,2.748e-06
43,Tc,M4,0,200,30,1.026057,6.572e-04,0.000e+00,2.577e-06
43,Tc,M4,0,200,100,1.009773,6.694e-04,0.000e+00,2.625e-06
43,Tc,M4,0,50,10,0.939059,7.187e-04,0.000e+00,1.577e-05
43,Tc,M4,0,50,30,0.880986,7.519e-04,0.000e+00,1.576e-05
43,Tc,M4,0,50,100,0.862873,7.455e-04,0.000e+00,1.618e-05
43,Tc,M4,50,150,10,1.102228,5.477e-04,0.000e+00,0.000e+00
43,Tc,M4,50,150,30,1.068532,6.217e-04,0.000e+00,0.000e+00
43,Tc,M4,50,150,100,1.053459,6.341e-04,0.000e+00,0.000e+00
43,Tc,M5,0,100,10,1.038810,5.930e-04,0.000e+00,1.073e-05
43,Tc,M5,0,100,30,0.994312,6.416e-04,0.000e+00,1.041e-05
43,Tc,M5,0,100,100,0.978674,6.576e-04,0.000e+00,1.071e-05
43,Tc,M5,0,200,10,1.062064,5.915e-04,0.000e+00,2.623e-06
43,Tc,M5,0,200,30,1.025375,6.611e-04,0.000e+00,2.445e-06
43,Tc,M5,0,200,100,1.009372,6.758e-04,0.000e+00,2.499e-06
43,Tc,M5,0,50,10,0.937836,7.268e-04,0.000e+00,1.495e-05
43,Tc,M5,0,50,30,0.879563,7.557e-04,0.000e+00,1.486e-05
43,Tc,M5,0,50,100,0.861900,7.536e-04,0.000e+00,1.532e-05
43,Tc,M5,50,150,10,1.102230,5.538e-04,0.000e+00,0.000e+00
43,Tc,M5,50,150,30,1.068490,6.269e-04,0.000e+00,0.000e+00
43,Tc,M5,50,150,100,1.053657,6.400e-04,0.000e+00,0.000e+00
44,Ru,K,0,100,10,1.073270,1.639e-05,0.000e+00,1.169e-04
44,Ru,K,0,100,30,1.069899,1.739e-05,0.000e+00,1.168e-04
44,Ru,K,0,100,100,1.047435,2.260e-05,0.000e+00,1.165e-04
44,Ru,K,0,200,10,1.075074,1.844e-05,0.000e+00,2.584e-05
44,Ru,K,0,200,30,1.071721,1.990e-05,0.000e+00,2.582e-05
44,Ru,K,0,200,100,1.049345,2.475e-05,0.000e+00,2.568e-05
44,Ru,K,0,50,10,1.070573,1.352e-05,0.000e+00,1.172e-04
44,Ru,K,0,50,30,1.067186,1.395e-05,0.000e+00,1.172e-04
44,Ru,K,0,50,100,1.044614,1.940e-05,0.000e+00,1.169e-04
44,Ru,K,50,150,10,1.076416,1.922e-05,0.000e+00,0.000e+00
44,Ru,K,50,150,30,1.073066,2.103e-05,0.000e+00,0.000e+00
44,Ru,K,50,150,100,1.050727,2.587e-05,0.000e+00,0.000e+00
44,Ru,L1,0,100,10,1.016590,1.530e-05,0.000e+00,1.226e-04
44,Ru,L1,0,100,30,0.990489,1.073e-05,0.000e+00,1.205e-04
44,Ru,L1,0,100,100,0.932187,7.278e-05,0.000e+00,1.159e-04
44,Ru,L1,0,200,10,1.018427,3.196e-05,0.000e+00,2.844e-05
44,Ru,L1,0,200,30,0.992554,2.798e-05,0.000e+00,2.775e-05
44,Ru,L1,0,200,100,0.933923,8.864e-05,0.000e+00,2.657e-05
44,Ru,L1,0,50,10,1.013984,5.440e-06,0.000e+00,1.198e-04
44,Ru,L1,0,50,30,0.987560,9.689e-07,0.000e+00,1.182e-04
44,Ru,L1,0,50,100,0.928753,6.499e-05,0.000e+00,1.135e-04
44,Ru,L1,50,150,10,1.019838,3.311e-05,0.000e+00,0.000e+00
44,Ru,L1,50,150,30,0.994089,2.878e-05,0.000e+00,0.000e+00
44,Ru,L1,50,150,100,0.935839,8.843e-05,0.000e+00,0.000e+00
44,Ru,L2,0,100,10,1.062698,2.546e-05,0.000e+00,1.073e-04
44,Ru,L2,0,100,30,1.039438,3.826e-05,0.000e+00,1.058e-04
44,Ru,L2,0,100,100,0.990954,1.023e-04,0.000e+00,1.043e-04
44,Ru,L2,0,200,10,1.068349,4.655e-05,0.000e+00,2.575e-05
44,Ru,L2,0,200,30,1.044993,5.719e-05,0.000e+00,2.507e-05
44,Ru,L2,0,200,100,0.995162,1.208e-04,0.000e+00,2.438e-05
44,Ru,L2,0,50,10,1.052167,2.680e-05,0.000e+00,1.018e-04
44,Ru,L2,0,50,30,1.029219,4.033e-05,0.000e+00,1.011e-04
44,Ru,L2,0,50,100,0.982289,1.011e-04,0.000e+00,1.003e-04
44,Ru,L2,50,150,10,1.075056,3.932e-05,0.000e+00,0.000e+00
44,Ru,L2,50,150,30,1.051283,4.970e-05,0.000e+00,0.000e+00
44,Ru,L2,50,150,100,1.000414,1.156e-04,0.000e+00,0.000e+00
44,Ru,L3,0,100,10,1.066592,2.612e-05,0.000e+00,1.115e-04
44,Ru,L3,0,100,30,1.043188,3.961e-05,0.000e+00,1.098e-04
44,Ru,L3,0,100,100,0.994161,1.144e-04,0.000e+00,1.082e-04
44,Ru,L3,0,200,10,1.071401,4.901e-05,0.000e+00,2.688e-05
44,Ru,L3,0,200,30,1.047894,5.964e-05,0.000e+00,2.614e-05
44,Ru,L3,0,200,100,0.997435,1.321e-04,0.000e+00,2.541e-05
44,Ru,L3,0,50,10,1.057564,2.645e-05,0.000e+00,1.053e-04
44,Ru,L3,0,50,30,1.034466,4.082e-05,0.000e+00,1.045e-04
44,Ru,L3,0,50,100,0.987038,1.142e-04,0.000e+00,1.037e-04
44,Ru,L3,50,150,10,1.077233,4.198e-05,0.000e+00,0.000e+00
44,Ru,L3,50,150,30,1.053331,5.220e-05,0.000e+00,0.000e+00
44,Ru,L3,50,150,100,1.001838,1.267e-04,0.000e+00,0.000e+00
44,Ru,M1,0,100,10,1.056920,3.215e-05,0.000e+00,1.396e-04
44,Ru,M1,0,100,30,0.954691,1.038e-04,0.000e+00,1.233e-04
44,Ru,M1,0,100,100,0.910505,3.882e-04,0.000e+00,1.105e-04
44,Ru,M1,0,200,10,1.058871,7.343e-05,0.000e+00,3.634e-05
44,Ru,M1,0,200,30,0.975216,1.228e-04,0.000e+00,3.044e-05
44,Ru,M1,0,200,100,0.939805,4.995e-04,0.000e+00,2.556e-05
44,Ru,M1,0,50,10,1.055553,1.253e-05,0.000e+00,1.279e-04
44,Ru,M1,0,50,30,0.943540,8.011e-05,0.000e+00,1.185e-04
44,Ru,M1,0,50,100,0.893021,2.372e-04,0.000e+00,1.126e-04
44,Ru,M1,50,150,10,1.057254,7.849e-05,0.000e+00,0.000e+00
44,Ru,M1,50,150,30,0.968894,1.269e-04,0.000e+00,0.000e+00
44,Ru,M1,50,150,100,0.930129,5.565e-04,0.000e+00,0.000e+00
44,Ru,M2,0,100,10,1.131795,4.768e-05,0.000e+00,1.138e-04
44,Ru,M2,0,100,30,1.018242,1.955e-04,0.000e+00,9.390e-05
44,Ru,M2,0,100,100,0.968142,3.472e-04,0.000e+00,8.820e-05
44,Ru,M2,0,200,10,1.126605,8.396e-05,0.000e+00,2.942e-05
44,Ru,M2,0,200,30,1.025412,2.366e-04,0.000e+00,2.274e-05
44,Ru,M2,0,200,100,0.976220,4.122e-04,0.000e+00,2.060e-05
44,Ru,M2,0,50,10,1.128614,2.087e-05,0.000e+00,1.065e-04
44,Ru,M2,0,50,30,1.000414,6.746e-05,0.000e+00,9.638e-05
44,Ru,M2,0,50,100,0.946336,1.820e-04,0.000e+00,9.368e-05
44,Ru,M2,50,150,10,1.130208,8.267e-05,0.000e+00,0.000e+00
44,Ru,M2,50,150,30,1.035316,2.834e-04,0.000e+00,0.000e+00
44,Ru,M2,50,150,100,0.987483,4.641e-04,0.000e+00,0.000e+00
44,Ru,M3,0,100,10,1.122824,5.794e-05,0.000e+00,1.205e-04
44,Ru,M3,0,100,30,1.018706,2.091e-04,0.000e+00,1.009e-04
44,Ru,M3,0,100,100,0.975232,3.418e-04,0.000e+00,9.527e-05
